X,Y,objectid,uri,name,feature_date,feature_source,attribute_date,attribute_source,source_ufi,source_jurisdiction,custodian_agency,custodian_licensing,loading_date,building_id,operationalstatus,height,significance,address,suburb,site_class,local_construction_type,local_year_built,state,source_supply_date,featuresubtype
145.761768693,-17.039671236,1034,,YATEE,2016/08/04 00:00:00+00,Orthophotography_10cm_Cairns Urban,2016/10/01 00:00:00+00,Queensland Rail,,QLD,"Department of Natural Resources, Mines and Energy","Creative Commons Attribution 4.0 International Licence © State of Queensland (Department of Natural Resources, Mines and Energy) 2020",2021/03/29 00:07:36+00,0,Abandoned,,,,,,,,QLD,2021/01/15 00:00:00+00,Railway Station
152.887496183,-26.394333923,1035,,YUROL,2016/06/06 00:00:00+00,Orthophotography_10cm_Noosa,2016/10/01 00:00:00+00,Queensland Rail,,QLD,"Department of Natural Resources, Mines and Energy","Creative Commons Attribution 4.0 International Licence © State of Queensland (Department of Natural Resources, Mines and Energy) 2020",2021/03/29 00:07:36+00,0,Abandoned,,,,,,,,QLD,2021/01/15 00:00:00+00,Railway Station
151.969077645,-27.492850841,1036,,BALLARD,2015/07/07 00:00:00+00,Orthophotography_10cm_Toowoomba Urban,2014/12/01 00:00:00+00,Queensland Rail,,QLD,"Department of Natural Resources, Mines and Energy","Creative Commons Attribution 4.0 International Licence © State of Queensland (Department of Natural Resources, Mines and Energy) 2020",2021/03/29 00:07:36+00,0,Abandoned,,,,,,,,QLD,2021/01/15 00:00:00+00,Railway Station
146.888392561,-23.649470874,1037,,BEAUFORT,2015/06/21 00:00:00+00,Orthophotography_25cm_Galilee Basin East,2016/10/01 00:00:00+00,Queensland Rail,,QLD,"Department of Natural Resources, Mines and Energy","Creative Commons Attribution 4.0 International Licence © State of Queensland (Department of Natural Resources, Mines and Energy) 2020",2021/03/29 00:07:36+00,0,Abandoned,,,,,,,,QLD,2021/01/15 00:00:00+00,Railway Station
146.221285543,-18.572484782,1038,,BEMERSIDE,2015/07/17 00:00:00+00,Orthophotography_25cm_North Qld,2016/10/01 00:00:00+00,Queensland Rail,,QLD,"Department of Natural Resources, Mines and Energy","Creative Commons Attribution 4.0 International Licence © State of Queensland (Department of Natural Resources, Mines and Energy) 2020",2021/03/29 00:07:36+00,0,Abandoned,,,,,,,,QLD,2021/01/15 00:00:00+00,Railway Station
144.867651679,-24.556705737,1039,,BENLIDI,2015/07/09 00:00:00+00,Orthophotography_25cm_Galilee Basin South,2006/10/01 00:00:00+00,Queensland Rail,,QLD,"Department of Natural Resources, Mines and Energy","Creative Commons Attribution 4.0 International Licence © State of Queensland (Department of Natural Resources, Mines and Energy) 2020",2021/03/29 00:07:36+00,0,Abandoned,,,,,,,,QLD,2021/01/15 00:00:00+00,Railway Station
150.559041751,-23.378045676,1040,,BERSERKER,2016/06/08 00:00:00+00,Orthophotography_10cm_Rockhampton Urban,2016/10/01 00:00:00+00,Queensland Rail,,QLD,"Department of Natural Resources, Mines and Energy","Creative Commons Attribution 4.0 International Licence © State of Queensland (Department of Natural Resources, Mines and Energy) 2020",2021/03/29 00:07:36+00,0,Abandoned,,,,,,,,QLD,2021/01/15 00:00:00+00,Railway Station
145.420104724,-16.919581711,1041,,BIBOOHRA,2015/07/17 00:00:00+00,Orthophotography_25cm_North Qld,2016/10/01 00:00:00+00,Queensland Rail,,QLD,"Department of Natural Resources, Mines and Energy","Creative Commons Attribution 4.0 International Licence © State of Queensland (Department of Natural Resources, Mines and Energy) 2020",2021/03/29 00:07:36+00,0,Abandoned,,,,,,,,QLD,2021/01/15 00:00:00+00,Railway Station
150.508679147,-24.39947468,1042,,BILOELA,2011/07/22 00:00:00+00,Orthophotography_15cm_Biloela,1983/06/01 00:00:00+00,GA_1:100000 Topographic Map_9049_Biloela,,QLD,"Department of Natural Resources, Mines and Energy","Creative Commons Attribution 4.0 International Licence © State of Queensland (Department of Natural Resources, Mines and Energy) 2020",2021/03/29 00:07:36+00,0,Abandoned,,,,,,,,QLD,2021/01/15 00:00:00+00,Railway Station
152.102878705,-26.881664349,1043,,BLACKBUTT,2016/09/26 00:00:00+00,Orthophotography_20cm_SEQ Regional,1982/06/01 00:00:00+00,GA_1:100000 Topographic Map_9344 Nanango,,QLD,"Department of Natural Resources, Mines and Energy","Creative Commons Attribution 4.0 International Licence © State of Queensland (Department of Natural Resources, Mines and Energy) 2020",2021/03/29 00:07:36+00,0,Abandoned,,,,,,,,QLD,2021/01/15 00:00:00+00,Railway Station
146.563585409,-19.915604819,1044,,FANNING,2012/07/20 00:00:00+00,Orthophotography_70cm_Bowen Basin,2016/10/01 00:00:00+00,Queensland Rail,,QLD,"Department of Natural Resources, Mines and Energy","Creative Commons Attribution 4.0 International Licence © State of Queensland (Department of Natural Resources, Mines and Energy) 2020",2021/03/29 00:07:36+00,0,Abandoned,,,,,,,,QLD,2021/01/15 00:00:00+00,Railway Station
149.445414992,-21.967734066,1045,,FLAGGY ROCK,2013/04/24 00:00:00+00,Orthophotography_50cm_Central Qld Coastal,2016/10/01 00:00:00+00,Queensland Rail,,QLD,"Department of Natural Resources, Mines and Energy","Creative Commons Attribution 4.0 International Licence © State of Queensland (Department of Natural Resources, Mines and Energy) 2020",2021/03/29 00:07:36+00,0,Abandoned,,,,,,,,QLD,2021/01/15 00:00:00+00,Railway Station
148.555159717,-20.361934478,1046,,FOXDALE,2013/06/21 00:00:00+00,Orthophotography_50cm_Central Qld Coastal,2016/10/01 00:00:00+00,Queensland Rail,,QLD,"Department of Natural Resources, Mines and Energy","Creative Commons Attribution 4.0 International Licence © State of Queensland (Department of Natural Resources, Mines and Energy) 2020",2021/03/29 00:07:36+00,0,Abandoned,,,,,,,,QLD,2021/01/15 00:00:00+00,Railway Station
146.181476041,-18.62816778,1047,,GAIRLOCK,2015/07/17 00:00:00+00,Orthophotography_25cm_North Qld,2016/10/01 00:00:00+00,Queensland Rail,,QLD,"Department of Natural Resources, Mines and Energy","Creative Commons Attribution 4.0 International Licence © State of Queensland (Department of Natural Resources, Mines and Energy) 2020",2021/03/29 00:07:36+00,0,Abandoned,,,,,,,,QLD,2021/01/15 00:00:00+00,Railway Station
149.997684672,-24.615262136,1048,,GIBIHI,2011/07/06 00:00:00+00,Orthophotography_15cm_Moura,2016/10/01 00:00:00+00,Queensland Rail,,QLD,"Department of Natural Resources, Mines and Energy","Creative Commons Attribution 4.0 International Licence © State of Queensland (Department of Natural Resources, Mines and Energy) 2020",2021/03/29 00:07:36+00,0,Abandoned,,,,,,,,QLD,2021/01/15 00:00:00+00,Railway Station
152.676886216,-26.298581401,1049,,GILLDORA,2014/06/29 00:00:00+00,Orthophotography_25cm_Capricorn_Wide Bay,2016/06/07 00:00:00+00,Qld_Digital Cadastral Database,,QLD,"Department of Natural Resources, Mines and Energy","Creative Commons Attribution 4.0 International Licence © State of Queensland (Department of Natural Resources, Mines and Energy) 2020",2021/03/29 00:07:36+00,0,Abandoned,,,,,,,,QLD,2021/01/15 00:00:00+00,Railway Station
152.98110198,-27.935221444,1050,,GLENEAGLE,2016/06/09 00:00:00+00,Orthophotography_10cm_ Beaudesert,2016/06/09 00:00:00+00,Orthophotography_10cm_ Beaudesert,,QLD,"Department of Natural Resources, Mines and Energy","Creative Commons Attribution 4.0 International Licence © State of Queensland (Department of Natural Resources, Mines and Energy) 2020",2021/03/29 00:07:36+00,0,Abandoned,,,,,,,,QLD,2021/01/15 00:00:00+00,Railway Station
150.080474133,-24.906848146,1051,,GOOLARA,2014/05/14 00:00:00+00,Orthophotography_25cm_Surat Basin North,2016/10/01 00:00:00+00,Queensland Rail,,QLD,"Department of Natural Resources, Mines and Energy","Creative Commons Attribution 4.0 International Licence © State of Queensland (Department of Natural Resources, Mines and Energy) 2020",2021/03/29 00:07:36+00,0,Abandoned,,,,,,,,QLD,2021/01/15 00:00:00+00,Railway Station
152.068648292,-26.181685841,1052,,GOOMERI,2013/04/09 00:00:00+00,Orthophotography_10cm_Goomeri,2016/10/01 00:00:00+00,Queensland Rail,,QLD,"Department of Natural Resources, Mines and Energy","Creative Commons Attribution 4.0 International Licence © State of Queensland (Department of Natural Resources, Mines and Energy) 2020",2021/03/29 00:07:36+00,0,Abandoned,,,,,,,,QLD,2021/01/15 00:00:00+00,Railway Station
152.102848434,-24.944393834,1053,,GOONDOON,2014/07/10 00:00:00+00,Orthophotography_25cm_Capricorn Wide Bay,2007/06/01 00:00:00+00,GA_1:100000 Topographic Map_9247 Mount Perry,,QLD,"Department of Natural Resources, Mines and Energy","Creative Commons Attribution 4.0 International Licence © State of Queensland (Department of Natural Resources, Mines and Energy) 2020",2021/03/29 00:07:36+00,0,Abandoned,,,,,,,,QLD,2021/01/15 00:00:00+00,Railway Station
151.207230792,-26.943993265,1054,,BAIGIN,2013/07/21 00:00:00+00,Orthophotography_40cm_Surat Basin South,2014/12/01 00:00:00+00,Queensland Rail,,QLD,"Department of Natural Resources, Mines and Energy","Creative Commons Attribution 4.0 International Licence © State of Queensland (Department of Natural Resources, Mines and Energy) 2020",2021/03/29 00:07:36+00,0,Abandoned,,,,,,,,QLD,2021/01/15 00:00:00+00,Railway Station
150.544341889,-26.707525202,1055,,BAKING BOARD,2013/07/21 00:00:00+00,Orthophotography_40cm_Surat Basin South,2016/10/01 00:00:00+00,Queensland Rail,,QLD,"Department of Natural Resources, Mines and Energy","Creative Commons Attribution 4.0 International Licence © State of Queensland (Department of Natural Resources, Mines and Energy) 2020",2021/03/29 00:07:36+00,0,Abandoned,,,,,,,,QLD,2021/01/15 00:00:00+00,Railway Station
144.142911526,-20.860191659,1056,,BALLINDALLOCH,2015/06/18 00:00:00+00,Orthophotography_25cm_Galilee Basin East,2016/10/01 00:00:00+00,Queensland Rail,,QLD,"Department of Natural Resources, Mines and Energy","Creative Commons Attribution 4.0 International Licence © State of Queensland (Department of Natural Resources, Mines and Energy) 2020",2021/03/29 00:07:36+00,0,Abandoned,,,,,,,,QLD,2021/01/15 00:00:00+00,Railway Station
150.389536241,-23.623544163,1057,,BAREE,2016/09/04 00:00:00+00,Orthophotography_10cm_Mt Morgan,2016/10/01 00:00:00+00,Queensland Rail,,QLD,"Department of Natural Resources, Mines and Energy","Creative Commons Attribution 4.0 International Licence © State of Queensland (Department of Natural Resources, Mines and Energy) 2020",2021/03/29 00:07:36+00,0,Abandoned,,,,,,,,QLD,2021/01/15 00:00:00+00,Railway Station
152.995033472,-27.985813946,1058,,BEAUDESERT,2016/06/09 00:00:00+00,Orthophotography_10cm_ Beaudesert,2016/04/07 00:00:00+00,Wikipedia - Beausesert Railway,,QLD,"Department of Natural Resources, Mines and Energy","Creative Commons Attribution 4.0 International Licence © State of Queensland (Department of Natural Resources, Mines and Energy) 2020",2021/03/29 00:07:36+00,0,Abandoned,,,,,,,,QLD,2021/01/15 00:00:00+00,Railway Station
145.920789165,-17.27123675,1059,,BELLENDEN KER,2015/07/17 00:00:00+00,Orthophotography_25cm_North Qld,2016/10/01 00:00:00+00,Queensland Rail,,QLD,"Department of Natural Resources, Mines and Energy","Creative Commons Attribution 4.0 International Licence © State of Queensland (Department of Natural Resources, Mines and Energy) 2020",2021/03/29 00:07:36+00,0,Abandoned,,,,,,,,QLD,2021/01/15 00:00:00+00,Railway Station
148.814421622,-21.158223006,1060,,BENHOLME,2012/06/12 00:00:00+00,Orthophotography_10cm_Mackay Urban,2006/06/05 00:00:00+00,GA_National Topographic Info Coord Initiative,,QLD,"Department of Natural Resources, Mines and Energy","Creative Commons Attribution 4.0 International Licence © State of Queensland (Department of Natural Resources, Mines and Energy) 2020",2021/03/29 00:07:36+00,0,Abandoned,,,,,,,,QLD,2021/01/15 00:00:00+00,Railway Station
151.018839135,-28.459265259,1061,,BETHCAR,2013/07/21 00:00:00+00,Orthophotography_40cm_Surat Basin South,2016/10/01 00:00:00+00,Queensland Rail,,QLD,"Department of Natural Resources, Mines and Energy","Creative Commons Attribution 4.0 International Licence © State of Queensland (Department of Natural Resources, Mines and Energy) 2020",2021/03/29 00:07:36+00,0,Abandoned,,,,,,,,QLD,2021/01/15 00:00:00+00,Railway Station
145.383625183,-17.493922214,1062,,BLACK GATE,2015/07/17 00:00:00+00,Orthophotography_25cm_North Qld,2016/04/20 00:00:00+00,http://athrail.weebly.com/history.html,,QLD,"Department of Natural Resources, Mines and Energy","Creative Commons Attribution 4.0 International Licence © State of Queensland (Department of Natural Resources, Mines and Energy) 2020",2021/03/29 00:07:36+00,0,Abandoned,,,,,,,,QLD,2021/01/15 00:00:00+00,Railway Station
145.273380718,-17.120676703,1063,,BONTABA,2015/07/17 00:00:00+00,Orthophotography_25cm_North Qld,2014/12/01 00:00:00+00,Queensland Rail,,QLD,"Department of Natural Resources, Mines and Energy","Creative Commons Attribution 4.0 International Licence © State of Queensland (Department of Natural Resources, Mines and Energy) 2020",2021/03/29 00:07:36+00,0,Abandoned,,,,,,,,QLD,2021/01/15 00:00:00+00,Railway Station
152.801830118,-26.988924919,1064,,DAGUILAR,2015/05/29 00:00:00+00,Orthophotography_10cm_Moreton Bay,2015/05/29 00:00:00+00,Orthophotography_10cm_Moreton Bay,,QLD,"Department of Natural Resources, Mines and Energy","Creative Commons Attribution 4.0 International Licence © State of Queensland (Department of Natural Resources, Mines and Energy) 2020",2021/03/29 00:07:36+00,0,Abandoned,,,,,,,,QLD,2021/01/15 00:00:00+00,Railway Station
150.149413446,-26.573970166,1065,,DALWOGAN,2013/07/21 00:00:00+00,Orthophotography_40cm_Surat Basin South,2016/10/01 00:00:00+00,Queensland Rail,,QLD,"Department of Natural Resources, Mines and Energy","Creative Commons Attribution 4.0 International Licence © State of Queensland (Department of Natural Resources, Mines and Energy) 2020",2021/03/29 00:07:36+00,0,Abandoned,,,,,,,,QLD,2021/01/15 00:00:00+00,Railway Station
151.960979071,-28.108559345,1066,,DEUCHAR,2016/07/31 00:00:00+00,Orthophotography_20cm_SEQ Regional,2016/10/01 00:00:00+00,Queensland Rail,,QLD,"Department of Natural Resources, Mines and Energy","Creative Commons Attribution 4.0 International Licence © State of Queensland (Department of Natural Resources, Mines and Energy) 2020",2021/03/29 00:07:36+00,0,Abandoned,,,,,,,,QLD,2021/01/15 00:00:00+00,Railway Station
145.977613615,-17.870759759,1067,,DJARAWONG,2015/07/17 00:00:00+00,Orthophotography_25cm_North Qld,2016/10/01 00:00:00+00,Queensland Rail,,QLD,"Department of Natural Resources, Mines and Energy","Creative Commons Attribution 4.0 International Licence © State of Queensland (Department of Natural Resources, Mines and Energy) 2020",2021/03/29 00:07:36+00,0,Abandoned,,,,,,,,QLD,2021/01/15 00:00:00+00,Railway Station
140.042388846,-21.225279435,1068,,DRONFIELD,2013/11/07 00:00:00+00,Spot Satellite Imagery_1pt5m_Qld,2014/12/01 00:00:00+00,Queensland Rail,,QLD,"Department of Natural Resources, Mines and Energy","Creative Commons Attribution 4.0 International Licence © State of Queensland (Department of Natural Resources, Mines and Energy) 2020",2021/03/29 00:07:36+00,0,Abandoned,,,,,,,,QLD,2021/01/15 00:00:00+00,Railway Station
149.153827091,-21.204430035,1069,,DUNDULA,2016/06/07 00:00:00+00,Orthophotography_10cm_Mackay Urban,2016/10/01 00:00:00+00,Queensland Rail,,QLD,"Department of Natural Resources, Mines and Energy","Creative Commons Attribution 4.0 International Licence © State of Queensland (Department of Natural Resources, Mines and Energy) 2020",2021/03/29 00:07:36+00,0,Abandoned,,,,,,,,QLD,2021/01/15 00:00:00+00,Railway Station
151.6152691,-28.189562313,1070,,DURIKAI,2016/08/13 00:00:00+00,Orthophotography_20cm_SEQ Regional,2016/10/01 00:00:00+00,Queensland Rail,,QLD,"Department of Natural Resources, Mines and Energy","Creative Commons Attribution 4.0 International Licence © State of Queensland (Department of Natural Resources, Mines and Energy) 2020",2021/03/29 00:07:36+00,0,Abandoned,,,,,,,,QLD,2021/01/15 00:00:00+00,Railway Station
150.867402834,-26.893626733,1071,,EHLMA,2013/07/21 00:00:00+00,Orthophotography_40cm_Surat Basin South,2016/10/01 00:00:00+00,Queensland Rail,,QLD,"Department of Natural Resources, Mines and Energy","Creative Commons Attribution 4.0 International Licence © State of Queensland (Department of Natural Resources, Mines and Energy) 2020",2021/03/29 00:07:36+00,0,Abandoned,,,,,,,,QLD,2021/01/15 00:00:00+00,Railway Station
151.923983083,-28.048550341,1072,,ELLINTHORP,2016/07/31 00:00:00+00,Orthophotography_20cm_SEQ Regional,2016/10/01 00:00:00+00,Queensland Rail,,QLD,"Department of Natural Resources, Mines and Energy","Creative Commons Attribution 4.0 International Licence © State of Queensland (Department of Natural Resources, Mines and Energy) 2020",2021/03/29 00:07:36+00,0,Abandoned,,,,,,,,QLD,2021/01/15 00:00:00+00,Railway Station
146.556270409,-19.922442818,1073,,ENEBY,2012/07/20 00:00:00+00,Orthophotography_70cm_Bowen Basin,2016/10/01 00:00:00+00,Queensland Rail,,QLD,"Department of Natural Resources, Mines and Energy","Creative Commons Attribution 4.0 International Licence © State of Queensland (Department of Natural Resources, Mines and Energy) 2020",2021/03/29 00:07:36+00,0,Abandoned,,,,,,,,QLD,2021/01/15 00:00:00+00,Railway Station
148.914769615,-21.153556515,1074,,BOLDON,2016/06/07 00:00:00+00,Orthophotography_10cm_Mackay Urban,2006/06/05 00:00:00+00,GA_National Topographic Info Coord Initiative,,QLD,"Department of Natural Resources, Mines and Energy","Creative Commons Attribution 4.0 International Licence © State of Queensland (Department of Natural Resources, Mines and Energy) 2020",2021/03/29 00:07:36+00,0,Abandoned,,,,,,,,QLD,2021/01/15 00:00:00+00,Railway Station
150.688956761,-23.174040187,1075,,BONDOOLA,2014/04/20 00:00:00+00,Orthophotography_10cm_Yeppoon,2016/10/01 00:00:00+00,Queensland Rail,,QLD,"Department of Natural Resources, Mines and Energy","Creative Commons Attribution 4.0 International Licence © State of Queensland (Department of Natural Resources, Mines and Energy) 2020",2021/03/29 00:07:36+00,0,Abandoned,,,,,,,,QLD,2021/01/15 00:00:00+00,Railway Station
151.279269758,-27.168844773,1076,,BONYUMBA,2013/08/12 00:00:00+00,Orthophotography_10cm_Dalby,2014/12/01 00:00:00+00,Queensland Rail,,QLD,"Department of Natural Resources, Mines and Energy","Creative Commons Attribution 4.0 International Licence © State of Queensland (Department of Natural Resources, Mines and Energy) 2020",2021/03/29 00:07:36+00,0,Abandoned,,,,,,,,QLD,2021/01/15 00:00:00+00,Railway Station
148.583279143,-21.141635987,1077,,BOONGANA,2012/06/12 00:00:00+00,Orthophotography_10cm_Mackay Urban,2006/06/05 00:00:00+00,GA_National Topographic Info Coord Initiative,,QLD,"Department of Natural Resources, Mines and Energy","Creative Commons Attribution 4.0 International Licence © State of Queensland (Department of Natural Resources, Mines and Energy) 2020",2021/03/29 00:07:36+00,0,Abandoned,,,,,,,,QLD,2021/01/15 00:00:00+00,Railway Station
148.942781613,-21.147191017,1078,,MARIAN,2016/06/07 00:00:00+00,Orthophotography_10cm_Mackay Urban,2014/12/01 00:00:00+00,Queensland Rail,,QLD,"Department of Natural Resources, Mines and Energy","Creative Commons Attribution 4.0 International Licence © State of Queensland (Department of Natural Resources, Mines and Energy) 2020",2021/03/29 00:07:36+00,0,Abandoned,,,,,,,,QLD,2021/01/15 00:00:00+00,Railway Station
151.160999309,-26.84289226,1079,,MARNHULL,2013/07/21 00:00:00+00,Orthophotography_40cm_Surat Basin South,2014/12/01 00:00:00+00,Queensland Rail,,QLD,"Department of Natural Resources, Mines and Energy","Creative Commons Attribution 4.0 International Licence © State of Queensland (Department of Natural Resources, Mines and Energy) 2020",2021/03/29 00:07:36+00,0,Abandoned,,,,,,,,QLD,2021/01/15 00:00:00+00,Railway Station
149.123932586,-21.279249533,1080,,MARWOOD,2016/06/07 00:00:00+00,Orthophotography_10cm_Mackay Urban,2016/10/01 00:00:00+00,Queensland Rail,,QLD,"Department of Natural Resources, Mines and Energy","Creative Commons Attribution 4.0 International Licence © State of Queensland (Department of Natural Resources, Mines and Energy) 2020",2021/03/29 00:07:36+00,0,Abandoned,,,,,,,,QLD,2021/01/15 00:00:00+00,Railway Station
142.021925373,-18.05433851,1081,,GREEN CREEK,2013/06/09 00:00:00+00,Spot Satellite Imagery_1pt5m_Qld,2016/10/01 00:00:00+00,Queensland Rail,,QLD,"Department of Natural Resources, Mines and Energy","Creative Commons Attribution 4.0 International Licence © State of Queensland (Department of Natural Resources, Mines and Energy) 2020",2021/03/29 00:07:36+00,0,Abandoned,,,,,,,,QLD,2021/01/15 00:00:00+00,Railway Station
151.766719085,-28.171412327,1082,,GREYMARE,2016/08/28 00:00:00+00,Orthophotography_20cm_SEQ Regional,2016/10/01 00:00:00+00,Queensland Rail,,QLD,"Department of Natural Resources, Mines and Energy","Creative Commons Attribution 4.0 International Licence © State of Queensland (Department of Natural Resources, Mines and Energy) 2020",2021/03/29 00:07:36+00,0,Abandoned,,,,,,,,QLD,2021/01/15 00:00:00+00,Railway Station
150.052773473,-26.416325156,1083,,GURULMUNDI,2013/07/21 00:00:00+00,Orthophotography_40cm_Surat Basin South,2016/10/01 00:00:00+00,Queensland Rail,,QLD,"Department of Natural Resources, Mines and Energy","Creative Commons Attribution 4.0 International Licence © State of Queensland (Department of Natural Resources, Mines and Energy) 2020",2021/03/29 00:07:36+00,0,Abandoned,,,,,,,,QLD,2021/01/15 00:00:00+00,Railway Station
153.075418033,-27.43741645,1084,,HAMILTON COLD STORES,2015/05/30 00:00:00+00,Orthophotography_10cm_Brisbane,2014/10/10 00:00:00+00,Website - SMH article on Riverfront Hamilton ,,QLD,"Department of Natural Resources, Mines and Energy","Creative Commons Attribution 4.0 International Licence © State of Queensland (Department of Natural Resources, Mines and Energy) 2020",2021/03/29 00:07:36+00,0,Abandoned,,,,,,,,QLD,2021/01/15 00:00:00+00,Railway Station
148.533441905,-28.621416043,1085,,HAWKSTON,2013/07/21 00:00:00+00,Orthophotography_40cm_Surat Basin South,2016/10/01 00:00:00+00,Queensland Rail,,QLD,"Department of Natural Resources, Mines and Energy","Creative Commons Attribution 4.0 International Licence © State of Queensland (Department of Natural Resources, Mines and Energy) 2020",2021/03/29 00:07:36+00,0,Abandoned,,,,,,,,QLD,2021/01/15 00:00:00+00,Railway Station
151.693006831,-26.177388304,1086,,HIVESVILLE,2013/07/21 00:00:00+00,Orthophotography_40cm_Surat Basin South,2006/10/01 00:00:00+00,Queensland Rail,,QLD,"Department of Natural Resources, Mines and Energy","Creative Commons Attribution 4.0 International Licence © State of Queensland (Department of Natural Resources, Mines and Energy) 2020",2021/03/29 00:07:36+00,0,Abandoned,,,,,,,,QLD,2021/01/15 00:00:00+00,Railway Station
145.641993217,-16.833093726,1087,,HYDRO,2013/09/12 00:00:00+00,Orthophotography_15cm_Kuranda,2016/10/01 00:00:00+00,Queensland Rail,,QLD,"Department of Natural Resources, Mines and Energy","Creative Commons Attribution 4.0 International Licence © State of Queensland (Department of Natural Resources, Mines and Energy) 2020",2021/03/29 00:07:36+00,0,Abandoned,,,,,,,,QLD,2021/01/15 00:00:00+00,Railway Station
152.676062696,-26.460621902,1088,,IMBIL,2013/04/19 00:00:00+00,Orthophotography_10cm_Imbil,2014/12/01 00:00:00+00,Queensland Rail,,QLD,"Department of Natural Resources, Mines and Energy","Creative Commons Attribution 4.0 International Licence © State of Queensland (Department of Natural Resources, Mines and Energy) 2020",2021/03/29 00:07:36+00,0,Abandoned,,,,,,,,QLD,2021/01/15 00:00:00+00,Railway Station
151.108692821,-26.782761254,1089,,JANDOWAE,2015/07/06 00:00:00+00,Orthophotography_10cm_Jandowae,2014/12/01 00:00:00+00,Queensland Rail,,QLD,"Department of Natural Resources, Mines and Energy","Creative Commons Attribution 4.0 International Licence © State of Queensland (Department of Natural Resources, Mines and Energy) 2020",2021/03/29 00:07:36+00,0,Abandoned,,,,,,,,QLD,2021/01/15 00:00:00+00,Railway Station
151.874079296,-26.317542323,1090,,WONDAI,2011/05/11 00:00:00+00,Orthophotography_20cm_Wondai,2016/10/01 00:00:00+00,Queensland Rail,,QLD,"Department of Natural Resources, Mines and Energy","Creative Commons Attribution 4.0 International Licence © State of Queensland (Department of Natural Resources, Mines and Energy) 2020",2021/03/29 00:07:36+00,0,Abandoned,,,,,,,,QLD,2021/01/15 00:00:00+00,Railway Station
145.508337696,-17.21469072,1091,,YADJIN,2015/07/17 00:00:00+00,Orthophotography_25cm_North Qld,2006/10/01 00:00:00+00,Queensland Rail,,QLD,"Department of Natural Resources, Mines and Energy","Creative Commons Attribution 4.0 International Licence © State of Queensland (Department of Natural Resources, Mines and Energy) 2020",2021/03/29 00:07:36+00,0,Abandoned,,,,,,,,QLD,2021/01/15 00:00:00+00,Railway Station
144.708949777,-23.513298718,1092,,DARTMOUTH,2015/06/21 00:00:00+00,Orthophotography_25cm_Galilee Basin East,2016/10/01 00:00:00+00,Queensland Rail,,QLD,"Department of Natural Resources, Mines and Energy","Creative Commons Attribution 4.0 International Licence © State of Queensland (Department of Natural Resources, Mines and Energy) 2020",2021/03/29 00:07:36+00,0,Abandoned,,,,,,,,QLD,2021/01/15 00:00:00+00,Railway Station
140.194845337,-21.145643941,1093,,DEVONCOURT,2013/11/07 00:00:00+00,Spot Satellite Imagery_1pt5m_Qld,2016/10/01 00:00:00+00,Queensland Rail,,QLD,"Department of Natural Resources, Mines and Energy","Creative Commons Attribution 4.0 International Licence © State of Queensland (Department of Natural Resources, Mines and Energy) 2020",2021/03/29 00:07:36+00,0,Abandoned,,,,,,,,QLD,2021/01/15 00:00:00+00,Railway Station
153.114941027,-27.453271454,1094,,DOBOY,1974/01/01 00:00:00+00,Aerial Photography_1:5000_9543_Brisbane_Flood 74,2015/04/12 00:00:00+00,Website Wikipaedia,,QLD,"Department of Natural Resources, Mines and Energy","Creative Commons Attribution 4.0 International Licence © State of Queensland (Department of Natural Resources, Mines and Energy) 2020",2021/03/29 00:07:36+00,0,Abandoned,,,,,,,,QLD,2021/01/15 00:00:00+00,Railway Station
151.053110274,-27.240642753,1095,,DULEEN,2013/07/21 00:00:00+00,Orthophotography_40cm_Surat Basin South,2016/10/01 00:00:00+00,Queensland Rail,,QLD,"Department of Natural Resources, Mines and Energy","Creative Commons Attribution 4.0 International Licence © State of Queensland (Department of Natural Resources, Mines and Energy) 2020",2021/03/29 00:07:36+00,0,Abandoned,,,,,,,,QLD,2021/01/15 00:00:00+00,Railway Station
143.858643549,-20.871056641,1096,,DUNLUCE,2013/04/20 00:00:00+00,Spot Satellite Imagery_1pt5m_Qld,2016/10/01 00:00:00+00,Queensland Rail,,QLD,"Department of Natural Resources, Mines and Energy","Creative Commons Attribution 4.0 International Licence © State of Queensland (Department of Natural Resources, Mines and Energy) 2020",2021/03/29 00:07:36+00,0,Abandoned,,,,,,,,QLD,2021/01/15 00:00:00+00,Railway Station
153.083036033,-27.43024945,1097,,EAGLE FARM,2016/06/29 00:00:00+00,Orthophotography_10cm_Brisbane,2015/02/26 00:00:00+00,Website - Wikipedia Eagle Farm railway station,,QLD,"Department of Natural Resources, Mines and Energy","Creative Commons Attribution 4.0 International Licence © State of Queensland (Department of Natural Resources, Mines and Energy) 2020",2021/03/29 00:07:36+00,0,Abandoned,,,,,,,,QLD,2021/01/15 00:00:00+00,Railway Station
150.535772245,-23.453339675,1098,,EDINDA,2016/06/08 00:00:00+00,Orthophotography_10cm_Rockhampton Urban,1983/06/01 00:00:00+00,GA_1:100000 Topographic Map_9051 Rockhampton,,QLD,"Department of Natural Resources, Mines and Energy","Creative Commons Attribution 4.0 International Licence © State of Queensland (Department of Natural Resources, Mines and Energy) 2020",2021/03/29 00:07:36+00,0,Abandoned,,,,,,,,QLD,2021/01/15 00:00:00+00,Railway Station
